hotelid,one,two,three,four,five,six
1773153,1662974,1735537,1207579,1207579,1866127,1575915
1778035,1620057,1795959,1520595,1520595,1940895,1488060
1779492,1207214,1767442,1767549,1767549,NULL,NULL
1779511,1407117,83145,1772812,1772812,909389,1764100
1779796,1221802,1793288,2189173,2189173,1705430,1793350
1779940,497880,NULL,NULL,NULL,NULL,NULL
1781436,1385763,1730412,1543382,1543382,NULL,NULL
1781842,1763991,NULL,NULL,NULL,NULL,NULL
1788758,440993,1101631,436236,436236,1287295,1575922
1788831,988426,1820467,NULL,NULL,NULL,NULL
1793033,1793350,NULL,NULL,NULL,NULL,NULL
1793162,2160304,1019284,1667401,1667401,1793350,1793331
1793182,1959419,1217197,NULL,NULL,NULL,NULL
1793208,1332890,NULL,NULL,NULL,NULL,NULL
1793260,1526203,1730553,NULL,NULL,NULL,NULL
1793288,1793162,1779796,1251381,1251381,2158455,1793350
1793296,1942074,1667401,1417481,1417481,1689812,1793331
1793331,1793162,2160304,1667401,1667401,2189173,993155
1793340,1466123,1526203,1730553,1730553,NULL,NULL
1793350,1793162,1221802,1793288,1793288,2158455,1526178
1794659,941477,2137963,1771320,1771320,1814389,1565984
1794839,909282,NULL,NULL,NULL,NULL,NULL
1795043,1866429,1928521,NULL,NULL,1728512,2211447
1795067,749218,1340338,1735678,1735678,1140655,1757655
1795111,1561900,1928521,1795043,1795043,814714,1223643
1795138,1526531,NULL,NULL,NULL,NULL,NULL
1795959,1754823,1840335,1234011,1234011,1940895,1989162
1796509,1207866,1487914,NULL,NULL,NULL,NULL
1796631,440993,869751,1526790,1526790,1206515,1218994
1796884,1824509,983730,1840371,1840371,NULL,NULL
1797061,1450770,1572637,2028215,2028215,NULL,NULL
1797103,1824601,745218,1741905,1741905,1824533,752967
1797397,752357,NULL,NULL,NULL,NULL,NULL
1797521,1730553,NULL,NULL,NULL,NULL,NULL
1799747,1526231,2189113,1656379,1656379,1763991,1279370
1799777,1840654,1741905,983669,983669,983658,802560
1800028,1771174,NULL,NULL,NULL,NULL,NULL
1812351,1732808,2192423,1207496,1207496,2348733,2110800
1812361,1526986,1207130,2165141,2165141,2164979,1313071
1812367,1206544,1535514,1747626,1747626,1831276,1968626
1812783,1006264,1675970,1206593,1206593,1575384,1575922
1814214,1507999,2462396,1856903,1856903,1730412,1837657
1814365,2462396,1451923,1715268,1715268,1828285,1765603
1814389,1928015,1521818,1736369,1736369,944521,1814516
1814516,1831670,753083,1562757,1562757,1218994,1814389
1814530,1928015,1736114,1814389,1814389,2189036,2188917
1814553,1507999,NULL,1814729,1814729,1814214,1548559
1814584,1241726,1635967,1340159,1340159,NULL,753412
1814596,814770,1241726,1928139,1928139,1828285,1765603
1814635,1659241,1247654,1832042,1832042,1814767,1928497
1814658,1828214,1502957,1647957,1647957,919322,1235617
1814695,1517221,1206742,1543830,1543830,1340159,988366
1814729,2462396,1730412,1814214,1814214,2188917,1765603
1814750,1561900,1451923,NULL,NULL,1223643,1249146
1814767,1814635,1385763,1256151,1256151,1756428,1765603
1814796,814478,1647957,1454707,1454707,1216552,1575922
1814808,1206840,869751,1206696,1206696,2145931,NULL
1815518,1303109,1206742,1828181,1828181,1206515,1125958
1815586,1318670,445072,NULL,NULL,NULL,NULL
1815609,436130,795531,1695798,1695798,NULL,NULL
1815677,1525614,NULL,NULL,NULL,NULL,NULL
1816480,814770,1502957,1284869,1284869,2864465,1407386
1816689,1526641,1026444,485354,485354,NULL,NULL
1816938,1312950,2097224,1758403,1758403,1685484,1526762
1817806,1006264,1318670,1736369,1736369,944521,1106684
1818534,1558290,1819807,965088,965088,524713,2188917
1818551,2195278,1562304,1487965,1487965,NULL,NULL
1818675,1318670,485319,NULL,NULL,NULL,NULL
1818969,2374719,485598,1206530,1206530,NULL,NULL
1819688,440993,965088,445072,445072,945829,1724150
1819741,2195278,1605642,1921416,1921416,485319,2703408
1819807,1558290,1558373,1818534,1818534,1730412,524713
1819846,1389188,1525338,NULL,NULL,NULL,NULL
1820024,1206840,1207579,935411,935411,1831276,1968626
1820467,1788831,NULL,NULL,NULL,NULL,NULL
1820740,1752258,1006264,1685727,1685727,937732,1247673
1822113,1502957,1241726,1745545,1745545,1235617,753208
1822380,1143380,1227662,1014490,1014490,1731037,1407406
1824462,1541992,752357,NULL,NULL,NULL,NULL
1824509,1840654,1741905,983669,983669,983658,802560
1824533,1824601,745218,1741905,1741905,752967,2188943
1824601,745218,1741905,1799777,1799777,752967,752287
1824691,752530,NULL,NULL,NULL,NULL,NULL
1824706,752471,NULL,NULL,NULL,NULL,NULL
1826842,1489811,1828129,1118999,1118999,1828525,1756428
1828129,1118999,1610450,1828525,1828525,1756428,NULL
1828172,1218891,1928015,1647957,1647957,1828525,1828285
1828181,1819807,1713193,1906656,1906656,1558373,1715268
1828214,1814658,1502957,1688052,1688052,753083,2189132
1828259,1709401,1928015,1733387,1733387,NULL,NULL
1828285,1736499,1451923,1715268,1715268,1828172,1256197
1828397,1871668,1385258,1733387,1733387,1409609,1217749
1828429,1569685,1675970,1698222,1698222,NULL,NULL
1828525,1232955,1828129,1118999,1118999,1635967,NULL
1828568,1578375,2151835,1235479,1235479,1837657,1988507
1828690,1526531,1101631,2145931,2145931,909280,1831276
1830193,1233209,2375813,2028744,2028744,NULL,NULL
1830667,1761658,2324014,1228196,1228196,1311435,1575384
1831203,1732808,1870535,1339965,1339965,1577509,2348733
1831258,2290527,1206544,1812367,1812367,1236678,1565984
1831276,1206840,1207579,1747626,1747626,1543382,1820024
1831330,941477,1735678,1264161,1264161,1503351,NULL
1831373,1795067,1262796,1938130,1938130,1928535,1264161
1831391,2401577,1246985,1812367,1812367,1831276,814712
1831603,1605642,1559763,1735386,1735386,486386,1217749
1831670,1736499,1249612,1249650,1249650,814714,753412
1831992,2188926,1006258,983749,983749,1499435,1685853
1832026,1285381,937663,937732,937732,NULL,NULL
1832042,1831670,1928015,1736499,1736499,1647957,1927956
1832686,549262,462197,443173,443173,NULL,NULL
1832759,1938266,NULL,NULL,NULL,NULL,NULL
1833057,1866429,NULL,1232902,1232902,2028718,1223643
1837657,1578375,2151835,1235479,1235479,1828568,1988507
1839003,1908461,1635967,1444940,1444940,NULL,753412
1839335,1754823,752471,1603265,1603265,1234011,1840234
1839430,2330836,752312,751146,751146,NULL,983658
1840172,1754823,1840208,752471,752471,1839335,1840234
1840190,1754823,752471,1840605,1840605,1839335,1840234
1840208,1754823,752471,1840605,1840605,3009358,1840234
1840234,1754823,752471,1013234,1013234,1234011,1839335
1840281,2000135,1795959,704566,704566,1668459,752357
1840302,1668459,1741886,NULL,NULL,NULL,NULL
1840324,752402,751146,752649,752649,983658,1388405
1840335,1754823,1541992,1795959,1795959,1839335,1488060
1840371,1840654,1741905,983669,983669,983658,802560
1840605,1754823,752471,1013234,1013234,1839335,1840234
1840654,1741905,983669,1741964,1741964,802560,1840371
1845683,1732808,683555,1207496,1207496,1577509,1871262
1845690,1385258,1871668,1419445,1419445,1735646,2110800
1845703,1760726,1207675,1735725,1735725,753169,1685484
1852926,497880,NULL,NULL,NULL,NULL,NULL
1853041,1207130,1487764,1812361,1812361,2102330,1313071
1853308,2165175,1747562,991165,991165,NULL,NULL
1853372,1593918,1682243,485208,485208,1706497,1575919
1853473,1928462,NULL,NULL,NULL,NULL,NULL
1856702,1578375,2151835,1507344,1507344,1828568,1988507
1856903,1565864,1745545,NULL,NULL,1730412,1814214
1857363,1262422,1687527,NULL,NULL,NULL,NULL
1858180,753083,1753134,1715268,1715268,944521,NULL
1858406,1555903,2290932,1319973,1319973,1695266,1320283
1861606,2165175,2043852,991230,991230,1243545,1237597
1861703,2164613,1248755,1243545,1243545,1231429,1548559
1861731,1526986,NULL,NULL,NULL,NULL,NULL
1865540,1392349,965088,2701951,2701951,445230,1247673
1865686,1575878,1747250,1503351,1503351,NULL,NULL
1865708,1662974,1752323,1206920,1206920,1866127,1866365
1865728,1833057,1866429,1235388,1235388,1728512,2028718
1865804,1273972,1206920,1647046,1647046,1526623,1525878
1866127,1662974,1752323,1626917,1626917,1865708,1728512
1866317,1752323,1525878,1752391,1752391,NULL,NULL
1866365,1735537,1246985,1865708,1865708,1543275,1206306
1866429,1833057,1235388,1262422,1262422,2028718,1865728
1866514,1968626,NULL,NULL,NULL,NULL,NULL
1866603,1273972,1206920,1442884,1442884,752724,1735148
1868335,1889278,1870535,2290932,2290932,753169,1695266
1868357,683555,1694704,895973,895973,1577509,1641443
1870535,1868335,814976,1831203,1831203,1845703,NULL
1871262,683555,1694704,814976,814976,1845683,1747669
1871668,1385258,1683533,1635967,1635967,2111007,753412
1875303,1735053,1206878,1928439,1928439,752724,1565984
1875694,2277346,2462396,1987848,1987848,988366,1257787
1875815,937663,1525614,753208,753208,2864465,486386
1889124,1611401,NULL,NULL,NULL,NULL,NULL
1889278,1704049,1868335,1641443,1641443,2217701,1695266
1889285,1488015,1816938,NULL,NULL,NULL,NULL
1889294,493182,1488015,1248017,1248017,1235617,1370824
1896351,493151,1126066,NULL,NULL,NULL,NULL
1900601,1143380,1143489,937663,937663,1525338,NULL
1901631,1407117,1767442,1772812,1772812,1764100,1779511
1901767,1544168,1454707,1548390,1548390,1814796,1575919
1902733,1760726,2714662,2722334,2722334,1735725,1747736
1903315,2188926,1871668,1385258,1385258,1507696,1711554
1904391,753083,1647957,1788758,1788758,1814516,1701339
1904820,1312950,2097224,1735725,1735725,1685484,1526762
1906656,1928408,2192423,1745120,1745120,1026444,1736254
1908461,2613931,2281192,1735879,1735879,1839003,1735325
1921233,1206878,1542118,1735678,1735678,965066,486386
1921270,1303109,NULL,NULL,NULL,NULL,NULL
1921287,1735204,1981542,1734622,1734622,1537358,2425489
1921300,1921233,NULL,NULL,NULL,NULL,NULL
1921407,1006258,1736254,NULL,NULL,NULL,NULL
1921416,1819741,1562304,1487965,1487965,485319,394138
1921443,1928015,965088,445230,445230,945829,1525338
1921465,711529,965088,752933,752933,445230,1247295
1924898,1764801,NULL,NULL,NULL,NULL,NULL
1927947,1698222,NULL,NULL,NULL,NULL,NULL
1927956,1558290,1736499,731192,731192,1426105,2035708
1928015,1218891,1832042,943212,943212,1814389,1106684
1928049,1218891,1928015,1548390,1548390,NULL,NULL
1928113,1216895,1735204,752933,752933,1814596,1525338
1928139,1558290,1736499,731192,731192,1732004,1249146
1928156,1688077,1316335,1747529,1747529,1217749,1407406
1928269,760716,991212,965088,965088,1374660,1537324
1928303,1419445,1828397,NULL,NULL,NULL,NULL
1928326,1256116,1732370,485359,485359,1814389,1537324
1928408,1906656,790346,NULL,NULL,NULL,NULL
1928439,1246985,1340338,1488638,1488638,1757655,1246236
1928462,1853473,NULL,NULL,NULL,NULL,NULL
1928497,1814635,1814767,919322,919322,1417342,1820024
1928521,1340338,1795043,1938060,1938060,1928535,919418
1928535,1558290,814770,1831670,1831670,814714,1232902
1929109,1558290,1736499,731192,731192,1732004,1715268
1929153,1318670,445230,945829,945829,NULL,NULL
1932133,773808,1218891,1981542,1981542,NULL,NULL
1938052,2063890,1140655,NULL,NULL,NULL,NULL
1938060,1938279,1938266,1340338,1340338,1938290,919418
1938130,2374719,1262796,919397,919397,1264161,1509525
1938151,1938266,919397,2063890,2063890,1525834,485637
1938187,2374719,1264161,1316533,1316533,NULL,NULL
1938266,1938279,1248761,2010324,2010324,1938151,2063890
1938279,1938266,2010324,1938290,1938290,919418,1316533
1938290,1938354,1938279,1938266,1938266,919418,1984067
1938354,1262796,2010324,1938290,1938290,1984067,1258233
1940895,1754823,752471,1795959,1795959,1839335,1989162
1942074,1221802,1793296,1417481,1417481,1689812,1793331
1942503,1525863,2082793,1444940,1444940,1348380,753208
1943280,1741875,983669,1840371,1840371,NULL,NULL
1943753,1793350,NULL,NULL,NULL,NULL,NULL
1949001,2405085,1525776,2151835,2151835,1837657,1451864
1957873,1542118,NULL,NULL,NULL,NULL,NULL
1959401,1273972,1735537,1262422,1262422,NULL,NULL
1959419,1793182,1615282,NULL,NULL,NULL,NULL
1962379,814770,773808,1206878,1206878,1981542,1734622
1968626,2401577,1812367,1575915,1575915,1072672,1831276
1981542,2151835,1507344,2297368,2297368,1988507,1983184
1982140,895981,NULL,NULL,NULL,NULL,NULL
1983184,1731171,1981542,2297368,2297368,1456056,2318131
1984067,1938354,1262796,NULL,NULL,1938290,1258233
1987848,1875694,1247654,1814767,1814767,1257787,1227694
1988507,1578375,2151835,1235479,1235479,1837657,1828568
1989162,1754823,752471,1158301,1158301,1940895,1839335
1994943,2405085,1143380,3025275,3025275,2312392,1543382
1995384,2405085,937663,1526823,1526823,1206458,1575922
1997887,1701339,NULL,NULL,NULL,NULL,NULL
2000135,1258838,1795959,704566,704566,752357,1840281
2000263,486234,874429,495222,495222,1008816,930326
2004028,1812351,1249650,1562304,1562304,2110800,1320283
2004156,1207130,991230,1243545,1243545,NULL,NULL
2010324,1938354,1262796,1938266,1938266,1248761,1984067
2011932,760611,1450770,2028400,2028400,1000446,NULL
2012105,1348320,NULL,NULL,NULL,NULL,NULL
2013566,2022377,NULL,NULL,NULL,NULL,NULL
2021651,753070,1735204,1689696,1689696,486386,1407406
2022377,2013566,NULL,NULL,NULL,NULL,NULL
2022783,1333915,790346,1735678,1735678,1526862,486386
2023090,2205636,1747736,2242746,2242746,1745806,NULL
2028013,1609115,NULL,NULL,NULL,NULL,NULL
2028215,1797061,1450770,1732876,1732876,1770858,2011932
2028332,1450770,NULL,NULL,NULL,NULL,NULL
2028400,1446547,2028215,895981,895981,2011932,NULL
2028507,1731137,2222695,NULL,NULL,NULL,NULL
2028718,1833057,1866429,1235388,1235388,1728512,1865728
2028744,2375813,1578205,1830193,1830193,NULL,NULL
2035708,1206696,943212,1927956,1927956,NULL,NULL
2041164,2157971,1408466,NULL,NULL,NULL,NULL
2042394,1578375,2151835,1507344,1507344,1828568,1988507
2043852,991230,1812361,991165,991165,2124634,1861606
2052666,2246213,1339757,1764135,1764135,2272059,1656379
2059574,1446547,895981,NULL,NULL,NULL,NULL
2059705,937663,445072,893558,893558,1735325,NULL
2063633,814273,NULL,NULL,NULL,NULL,NULL
2063687,1262796,919397,1938151,1938151,919418,485637
2063890,1938266,1938151,1140655,1140655,1525834,1258233
2063983,1140655,1316533,485637,485637,NULL,NULL
2065381,994491,NULL,NULL,NULL,NULL,NULL
2066165,1626917,NULL,NULL,NULL,NULL,NULL
2069419,1761658,1525776,1685727,1685727,1507592,2362770
2078516,930376,1526623,1503351,1503351,NULL,NULL
2080835,1840172,1520595,1940895,1940895,1989162,NULL
2082793,1206593,1942503,1311435,1311435,NULL,NULL
2083015,2570235,1763344,1764100,1764100,2238272,1764062
2096232,1754823,752471,1013234,1013234,1839335,1840234
2097224,1312950,1487979,1904820,1904820,1685484,1526762
2099261,1626917,1866429,1442884,1442884,1687527,1752391
2100044,1207214,1407117,119308,119308,1767442,909389
2102330,1747562,1853041,2165141,2165141,991165,2325843
2110800,1419445,2192423,1235617,1235617,1320283,1256197
2111007,1385258,1871668,1218891,1218891,1235617,1125958
2111306,1871668,1385258,1419445,1419445,1456056,1983184
2124634,1593918,2043852,485208,485208,2325843,1313071
2126937,351642,457059,400229,400229,438644,917961
2134800,1578461,1316533,NULL,NULL,NULL,NULL
2137963,1303109,1521818,1921416,1921416,2377103,1757655
2140539,3025275,NULL,NULL,NULL,NULL,NULL
2141105,1695798,NULL,NULL,NULL,NULL,NULL
2143339,1562757,1675970,1218994,1218994,944521,1106684
2143443,1754823,752471,1840605,1840605,1989162,1840234
2144685,436236,814700,NULL,NULL,NULL,NULL
2145622,498223,376630,376665,376665,443230,352972
2145931,1795111,1715268,497979,497979,1831258,1565984
2146994,1543830,1236678,1968626,1968626,NULL,NULL
2147260,1845690,NULL,NULL,NULL,NULL,NULL
2150546,404224,NULL,NULL,NULL,NULL,NULL
2150553,1690492,1284869,1454707,1454707,1206593,NULL
2151835,1578375,1235479,1507344,1507344,1828568,1988507
2153652,1251041,1262244,NULL,NULL,NULL,NULL
2153767,1541992,NULL,NULL,NULL,NULL,NULL
2157971,2041164,NULL,NULL,NULL,NULL,NULL
2158125,462197,1832686,443173,443173,NULL,NULL
2158455,1221802,2160304,1793288,1793288,1793350,1526178
2160304,1793162,1221802,2189173,2189173,1793350,1793331
2164613,1861703,NULL,NULL,NULL,NULL,NULL
2164884,2165175,1207130,1676227,1676227,NULL,NULL
2164979,1526986,2165141,1207130,1207130,1812361,1313071
2165141,1526986,1207130,1487764,1487764,1812361,991165
2165175,1861703,1853308,1243545,1243545,1313071,1861606
2165262,1725321,1207130,991230,991230,2164979,1575919
2165485,814556,1234560,NULL,NULL,NULL,NULL
2167075,814770,1235617,1451868,1451868,2111007,NULL
2169109,1735053,1831391,NULL,NULL,NULL,NULL
2170286,485485,436130,1499435,1499435,NULL,NULL
2174015,1273972,1626917,1262422,1262422,815197,NULL
2174055,1770858,NULL,NULL,NULL,NULL,NULL
2178768,478799,935199,462210,462210,NULL,NULL
2178967,2374719,2195278,790346,790346,1487965,NULL
2179808,NULL,1206696,1238331,1238331,NULL,NULL
2179856,1206840,1487825,965066,965066,1287295,1543382
2184840,1207130,991165,NULL,NULL,NULL,NULL
2188751,1688052,1521818,1507696,1507696,2188970,1526681
2188917,440993,1521818,1333915,1333915,1814389,1814516
2188926,1006258,1736499,1814596,1814596,1765231,1072672
2188943,1824601,745218,1741905,1741905,1824533,752967
2188970,1451923,1814389,1828285,1828285,1565984,1256197
2189036,1247374,1752258,1207291,1207291,1812361,2188917
2189094,440993,1544168,436236,436236,2188917,1548559
2189113,1207214,1799747,1488024,1488024,1207166,1279370
2189132,1502957,1688052,1451923,1451923,1248755,1765603
2189173,1793162,1667401,1705430,1705430,1793350,1793331
2189980,434336,NULL,NULL,NULL,NULL,NULL
2192423,1812351,1419445,1026444,1026444,2110800,1320283
2192941,461483,NULL,NULL,NULL,NULL,NULL
2193205,436187,2913947,1444940,1444940,2414687,NULL
2193368,1661923,NULL,NULL,NULL,NULL,NULL
2195278,2374719,1206878,1819741,1819741,1487965,2063890
2200384,1565864,1773153,1575878,1575878,1525878,1968626
2200402,1487914,1256424,NULL,NULL,NULL,NULL
2205636,2023090,1747736,2242746,2242746,1240010,1745681
2208841,1242520,NULL,NULL,NULL,NULL,NULL
2209617,731192,NULL,NULL,NULL,NULL,NULL
2211447,1795043,NULL,NULL,NULL,NULL,NULL
2217701,1507368,1889278,814976,814976,2653480,1417105
2222695,2028507,NULL,NULL,NULL,NULL,NULL
2238272,1901631,1763900,2083015,2083015,1656379,1764062
2242648,486234,2290726,750327,750327,NULL,873508
2242746,2205636,2023090,1745769,1745769,2685164,1240010
2246213,2052666,1656379,NULL,NULL,NULL,NULL
2260432,486234,444756,2290726,2290726,1008816,1517705
2272059,2052666,NULL,NULL,NULL,NULL,NULL
2276707,1237573,2663826,436130,436130,1812361,2111007
2277346,1875694,485127,NULL,NULL,NULL,NULL
2281192,1908461,2613931,1845690,1845690,2784169,1764801
2290527,1565864,935411,1575915,1575915,1236678,1377758
2290726,444756,2260432,2242648,2242648,482488,2370709
2290932,1732808,2714662,1858406,1858406,1695266,1320283
2293824,1565864,1273972,2668144,2668144,752724,1752391
2294179,2579477,497880,940839,940839,NULL,NULL
2294366,1487914,1207866,732458,732458,2331534,NULL
2297368,753083,1981542,1858180,1858180,2644552,1983184
2300838,2547561,392426,435498,435498,438233,465000
2310984,1575384,NULL,NULL,NULL,NULL,NULL
2312392,773808,1143380,1994943,1994943,1735325,NULL
2316378,1840605,NULL,NULL,NULL,NULL,NULL
2318131,1247793,1698222,2394856,2394856,NULL,NULL
2319209,491916,1207214,1763950,1763950,1207166,1764062
2324014,1761658,1690492,1248755,1248755,1526603,1311435
2325843,2043852,1207130,1320058,1320058,2124634,1227694
2330836,3019441,1741905,983669,983669,802560,983658
2331534,1256182,1207866,1487914,1487914,1551171,1260516
2341724,874429,457639,972506,972506,427515,459432
2342412,1399484,NULL,NULL,NULL,NULL,NULL
2348733,1812351,1419445,1207496,1207496,1831203,445230
2362405,1158301,NULL,NULL,NULL,NULL,NULL
2362658,683555,1207496,1694704,1694704,1542901,1747669
2362770,1454705,1006264,2069419,2069419,1451864,2864465
2366359,436187,485507,1845690,1845690,1707763,2111007
2370709,486234,394209,2260432,2260432,750327,1517705
2371680,760611,NULL,NULL,NULL,NULL,NULL
2371859,1735053,2022783,1735678,1735678,2145931,945829
2371914,972506,2373499,NULL,NULL,NULL,NULL
2373499,874429,457639,972506,972506,427515,459432
2374719,2178967,1831670,1928535,1928535,1264161,1757655
2375813,2028744,2811697,1578205,1578205,1830193,873552
2376559,1469815,NULL,NULL,NULL,NULL,NULL
2377103,2137963,930572,1928439,1928439,1757655,1921233
2382909,1753584,1253408,NULL,NULL,NULL,NULL
2385751,991212,1206696,1374660,1374660,916149,2110800
2386825,1013078,2710718,NULL,NULL,NULL,NULL
2386978,1605626,NULL,NULL,NULL,NULL,NULL
2394856,2318131,NULL,NULL,NULL,NULL,NULL
2401577,1752258,1735879,1543830,1543830,1831391,1968626
2405085,1994943,1949001,436236,436236,1995384,1537324
2414687,1542140,1689696,1444940,1444940,1712976,2193205
2416730,498644,441291,498607,498607,446299,427497
2425489,1921287,NULL,NULL,NULL,NULL,NULL
2462396,1875694,1555903,1451923,1451923,1319973,3065781
2547561,392426,1188650,438233,438233,465000,446493
2570235,491916,1526231,2083015,2083015,1656379,1279370
2579477,2294179,NULL,NULL,NULL,NULL,NULL
2600330,1732808,1694704,1577509,1577509,1871262,1695266
2609708,760611,1444024,NULL,NULL,NULL,NULL
2613931,1908461,2281192,1735879,1735879,1764801,1735325
2644552,2297368,NULL,NULL,NULL,NULL,NULL
2652364,1938266,2063890,1140655,1140655,485637,1258233
2653480,2217701,NULL,NULL,NULL,NULL,NULL
2657432,1502957,1745545,1507344,1507344,1856702,1828568
2657612,1443024,677337,NULL,NULL,NULL,NULL
2663826,2276707,2021651,1206515,1206515,1822380,445072
2668144,1206920,2293824,1525878,1525878,815197,NULL
2676459,1422804,937732,1548559,1548559,NULL,NULL
2680867,1206544,2145931,NULL,NULL,NULL,NULL
2683978,493182,1745120,2776082,2776082,753169,1526762
2685164,2205636,1747736,2242746,2242746,NULL,NULL
2689716,1647046,NULL,NULL,NULL,NULL,NULL
2690179,1732808,683555,1694704,1694704,NULL,NULL
2698331,3019374,1906656,1731171,1731171,2864562,1875815
2701951,1865540,1318670,1814767,1814767,965066,944521
2703408,1819741,1206878,2195278,2195278,1921416,485319
2710718,2386825,NULL,NULL,NULL,NULL,NULL
2714407,2137963,2022783,1757655,1757655,NULL,NULL
2714662,1760726,2722334,2290932,2290932,1902733,1695266
2722334,2714662,1323294,928816,928816,1902733,NULL
2731320,1752323,1442884,1525878,1525878,815197,NULL
2776082,2683978,1760726,1323294,1323294,1758403,1525804
2777379,1552151,NULL,NULL,NULL,NULL,NULL
2779055,1206544,1249015,1207579,1207579,1206306,NULL
2779162,1385258,NULL,NULL,NULL,NULL,NULL
2784169,2683978,2281192,1745120,1745120,753169,1525804
2809485,1981542,NULL,NULL,NULL,NULL,NULL
2811697,2375813,NULL,NULL,NULL,NULL,NULL
2864465,1659241,2864562,1072672,1072672,1764801,1875815
2864562,1544168,3018443,1206492,1206492,2698331,2864465
2867523,2195278,965066,NULL,NULL,NULL,NULL
2884016,983749,NULL,NULL,NULL,NULL,NULL
2885783,3025275,943212,1454018,1454018,NULL,NULL
2913947,2193205,NULL,NULL,NULL,NULL,NULL
2969378,869751,NULL,NULL,NULL,NULL,NULL
2975433,1399484,NULL,NULL,NULL,NULL,NULL
2988308,1541943,NULL,NULL,NULL,NULL,NULL
3009358,1840208,NULL,NULL,NULL,NULL,NULL
3018433,1303109,1735678,1560974,1560974,NULL,NULL
3018443,1736381,436236,3115285,3115285,2864562,1446599
3019374,1908461,1745120,1444940,1444940,1839003,1735325
3019441,2330836,745218,802560,802560,NULL,NULL
3025275,436187,1994943,2885783,2885783,2140539,1206419
3032861,1318298,NULL,NULL,NULL,NULL,NULL
3042535,2021651,943212,1735624,1735624,NULL,NULL
3045725,1707763,1374660,1695798,1695798,NULL,NULL
3053563,2188751,NULL,NULL,NULL,NULL,NULL
3064150,498223,NULL,NULL,NULL,NULL,NULL
3065781,1555903,2462396,1858406,1858406,1765603,1320283
3069166,869751,1525614,NULL,NULL,NULL,NULL
3115285,3018443,NULL,NULL,NULL,NULL,NULL
3194672,1761658,1207843,1207291,1207291,NULL,NULL
3237407,1735425,1525878,NULL,NULL,NULL,NULL
